Pclass,SibSp,Parch,Fare,Gender,AgeFill,AgeisNull,port_C,port_Q,port_S,FamilySize,Pclass*Pclass,Pclass*Fare,Pclass*Gender,Pclass*AgeFill,Pclass*FamilySize,Fare*Fare,Fare*Gender,Fare*AgeFill,Fare*FamilySize,Gender*AgeFill,Gender*FamilySize,AgeFill*AgeFill,AgeFill*FamilySize,FamilySize*FamilySize,Pclass*Pclass*Pclass,Pclass*Pclass*Fare,Pclass*Pclass*Gender,Pclass*Pclass*AgeFill,Pclass*Pclass*FamilySize,Pclass*Fare*Fare,Pclass*Fare*Gender,Pclass*Fare*AgeFill,Pclass*Fare*FamilySize,Pclass*Gender*AgeFill,Pclass*Gender*FamilySize,Pclass*AgeFill*AgeFill,Pclass*AgeFill*FamilySize,Pclass*FamilySize*FamilySize,Fare*Fare*Fare,Fare*Fare*Gender,Fare*Fare*AgeFill,Fare*Fare*FamilySize,Fare*Gender*AgeFill,Fare*Gender*FamilySize,Fare*AgeFill*AgeFill,Fare*AgeFill*FamilySize,Fare*FamilySize*FamilySize,Gender*AgeFill*AgeFill,Gender*AgeFill*FamilySize,Gender*FamilySize*FamilySize,AgeFill*AgeFill*AgeFill,AgeFill*AgeFill*FamilySize,AgeFill*FamilySize*FamilySize,FamilySize*FamilySize*FamilySize,Survived
3,0.21627521402090125,0.38359949446644526,-0.15599857371739234,1,-0.9437621689390128,0,0.0,0.0,1.0,0.33945663946585675,0.43150973413131305,-0.013992583518598788,3,-0.8069450528022087,0.4167312177172431,-0.09306497782759125,0.012671312951244478,-0.2598620417256281,-0.049233447991126424,-0.18476007952411766,0.6238107814092364,-0.5530948995820475,-0.15574417531118312,0.025996486172698764,0.44173739450441984,0.24192733109459172,1.0721902401896282,-0.5553313121543896,0.4441017817191073,-0.0909250739630106,0.30355735279080853,-0.3498323924774742,0.02689753099263128,-0.11360732529024606,0.7278609832716365,-0.5729465815271755,-0.10195262188756822,0.04390129410445458,-0.053124038768093663,-0.07117891869527673,-0.09400629200278052,-0.07902253070180618,-0.14883137222107848,0.042377949271113234,-0.23333258394437129,-0.12947319594646575,-0.07470764973202973,-0.23574107571689643,-0.0525444840547474,0.1477406258480916,-0.35573632931266136,-0.19774663722798147,-0.10473725304254584,-0.05782042150564683,1
1,-0.2371394111382117,-0.2367038622841949,-0.056890902159398994,1,1.085637965063619,0,0.0,0.0,1.0,-0.280329970706435,-0.7300466801013152,-0.24228849484979445,1,-0.07357401032763955,-0.23736305413137154,-0.08077094948019742,0.13447125431141393,0.1423394197258219,-0.1745473648418852,1.5945726799281232,-0.19356481599610129,1.2833467079008483,-0.25313518015186104,-0.1528673684981476,-0.6813188479329583,-0.42328548155629747,-0.136121543537118,-0.454324525906562,-0.2129558174701033,-0.0947274111194204,0.042086466848018894,0.014735384125699106,-0.17815865730310265,0.6263703996753517,-0.16603858405438432,0.37627060929846967,-0.21441382379802235,-0.1371915440764206,-0.05224807727295539,-0.05222686960742018,-0.061443066541912665,-0.08859263371092148,0.37894197673689867,-0.12235487654193546,0.3067749182745898,-0.14541157159386178,-0.11562199736117432,2.3410450184601785,-0.17691343054063136,-0.11138712539334464,1.32408854132356,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,1
3,-0.2371394111382117,-0.2367038622841949,-0.2430322142226352,0,-0.3424584255308256,0,0.0,0.0,1.0,-0.280329970706435,0.43150973413131305,-0.26555432020838765,0,-0.04168831282874524,-0.23736305413137154,-0.09924319511892114,-0.19383214092843365,-0.23414255379627735,-0.1745473648418852,-0.3165625061502096,-0.19356481599610129,-0.3424636041001383,-0.25313518015186104,-0.1528673684981476,0.44173739450441984,-0.17655200195487672,-0.28716051650296126,0.10580401601320882,-0.2129558174701033,-0.10945846473022294,-0.25269281220850204,-0.27291798137776774,-0.17815865730310265,-0.3066449926725759,-0.16603858405438432,-0.2431823463549369,-0.21441382379802235,-0.1371915440764206,-0.05338174838551047,-0.08358591841972687,-0.09385850432047058,-0.08859263371092148,-0.1727640717733104,-0.12235487654193546,-0.21542261019396813,-0.14541157159386178,-0.11562199736117432,-0.24805546565322653,-0.17691343054063136,-0.11138712539334464,-0.2873885883803316,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,0
3,0.21627521402090125,2.8648129214690066,-0.009349404889194094,0,0.3715897697663967,0,0.0,0.0,1.0,1.5790298598104404,0.43150973413131305,0.40988167223327093,0,0.8670540658897427,1.7249197614144722,-0.07288617416512208,-0.19383214092843365,0.05492182898505884,0.5294992368660455,-0.3165625061502096,-0.19356481599610129,0.27242619338741436,2.595551711437968,1.4569073235394698,0.44173739450441984,0.9470529125045342,-0.28716051650296126,0.8909022182122319,1.7582169800975287,-0.030392781902610244,-0.25269281220850204,0.591532229785042,0.9739010353224803,-0.3066449926725759,-0.16603858405438432,0.7194887672598534,3.0750763320827614,1.492643999551456,-0.051508079086858276,-0.08358591841972687,-0.06368452448622103,0.01210043151664448,-0.1727640717733104,-0.12235487654193546,0.05357439302311733,0.7276618671720119,0.5739807570647819,-0.24805546565322653,-0.17691343054063136,-0.11138712539334464,0.15458945054434461,2.576257227714798,2.5439621265814694,1.0146118319769906,0
3,-0.2371394111382117,-0.2367038622841949,-0.24500229362274234,1,-0.5679473293088958,0,0.0,0.0,1.0,-0.280329970706435,0.43150973413131305,-0.2712486309649033,3,-0.32865959031879405,-0.23736305413137154,-0.09933306132014488,-0.09671121712832778,-0.24807836618799262,-0.1745473648418852,0.14474598704111216,-0.19356481599610129,-0.4543614798249026,-0.25313518015186104,-0.1528673684981476,0.44173739450441984,-0.1860246324070254,1.0721902401896282,-0.14212173204964057,-0.2129558174701033,-0.10972804499027332,0.008917968985365381,-0.31459318137588177,-0.17815865730310265,0.36898684316557856,-0.16603858405438432,-0.41836959629018866,-0.21441382379802235,-0.1371915440764206,-0.05338406306223245,-0.08084157951571012,-0.09421256885113337,-0.08859263371092148,-0.1333686986666643,-0.12235487654193546,-0.22561601522429073,-0.14541157159386178,-0.11562199736117432,-0.09720418893318272,-0.17691343054063136,-0.11138712539334464,-0.33265518696152174,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,0
2,-0.2371394111382117,-0.2367038622841949,-0.16304175849816344,1,0.9728935131745838,0,0.0,0.0,1.0,-0.280329970706435,-0.2944630247640796,-0.18945568309798907,2,0.7554541246436126,-0.23736305413137154,-0.09372554602423301,0.004015479555090314,-0.037833511108345416,-0.1745473648418852,1.4957208599585543,-0.19356481599610129,1.0973987673582255,-0.25313518015186104,-0.1528673684981476,-0.3789575518921257,-0.22197461421265463,0.3169953753604118,0.28945271828198615,-0.2129558174701033,-0.10029388497157926,0.10259671433796386,0.07463935398785543,-0.17815865730310265,1.4628669583321143,-0.16603858405438432,1.1451479840142968,-0.21441382379802235,-0.1371915440764206,-0.05315902457841802,-0.07219722779095125,-0.08339083109056271,-0.08859263371092148,0.1425170001722601,-0.12235487654193546,0.058613089495551544,-0.14541157159386178,-0.11562199736117432,2.0801338816841843,-0.17691343054063136,-0.11138712539334464,1.0765949638068817,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,1
3,1.57651908949824,0.38359949446644526,-0.030982043858705316,0,-1.0189251368650363,0,0.0,1.0,0.0,1.2691365547242945,0.43150973413131305,0.34735476658205183,0,-0.9026021452988917,1.397872625490165,-0.07663372270229543,-0.19383214092843365,-0.2621964538466042,0.3718250645411013,-0.3165625061502096,-0.19356481599610129,-0.5596771275658572,-0.13139642410101363,0.9650317231946424,0.44173739450441984,0.8430378181627589,-0.28716051650296126,-0.6379732281753393,1.4296881805029233,-0.041634662559024996,-0.25269281220850204,-0.3568134775613647,0.7158924630731326,-0.3066449926725759,-0.16603858405438432,-0.5832517138763079,-0.07383732140995468,0.9946386945540492,-0.05187479333609064,-0.08358591841972687,-0.09353058479170952,-0.01582210222591326,-0.1727640717733104,-0.12235487654193546,-0.23424664281872298,-0.1106656740841006,0.3303474542476715,-0.24805546565322653,-0.17691343054063136,-0.11138712539334464,-0.35621862183940156,-0.2014070777799183,-0.039855567950891305,0.5454227210783368,0
2,-0.2371394111382117,-0.2367038622841949,-0.19322683613003958,0,0.033356414099291395,1,0.0,0.0,1.0,-0.280329970706435,-0.2944630247640796,-0.24762024649447206,0,-0.04168831282874524,-0.23736305413137154,-0.09623622462221608,-0.19383214092843365,-0.17161853324615717,-0.1745473648418852,-0.3165625061502096,-0.19356481599610129,-0.06820410477473571,-0.25313518015186104,-0.1528673684981476,-0.3789575518921257,-0.28648009907577116,-0.28716051650296126,-0.16966903738995717,-0.2129558174701033,-0.10531490051194625,-0.25269281220850204,-0.19208436461692976,-0.17815865730310265,-0.3066449926725759,-0.16603858405438432,-0.07143014053606263,-0.21441382379802235,-0.1371915440764206,-0.05327735482245184,-0.08358591841972687,-0.09076834240760243,-0.08859263371092148,-0.1727640717733104,-0.12235487654193546,-0.16398784407251776,-0.14541157159386178,-0.11562199736117432,-0.24805546565322653,-0.17691343054063136,-0.11138712539334464,-0.12375362395061068,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,1
3,0.21627521402090125,-0.2367038622841949,-0.14291837341024602,1,0.07093789806230309,0,0.0,0.0,1.0,0.02956333437971089,0.43150973413131305,0.023814382689115208,3,0.48442569590301093,0.08968408179293576,-0.09176317654534968,0.02874643211553081,-0.12574938279890743,-0.10701291863488946,0.7049063002020028,0.21512298270656752,-0.03474444585703659,0.12425496360576592,-0.10815140483043603,0.44173739450441984,0.30482017883613044,1.0721902401896282,0.5603345541284327,0.115572982124502,-0.08701993584187344,0.34685826383865914,0.051232986844986526,-0.06764933426947357,1.1893969295404805,0.2809111996086261,0.23858259096700546,0.22137333360498743,-0.09191833453120181,-0.05305085116944345,-0.06917210684268271,-0.0866955631300269,-0.08303360797505185,0.027152789755812697,-0.03357670694208885,-0.13003361992772072,-0.07884260743782147,-0.10459717314972816,0.4915775798976006,0.30501623709216896,-0.04660518758298558,-0.09971650891253957,0.08563246883445993,-0.07611298020799237,-0.09391189157477405,0
3,-0.2371394111382117,-0.2367038622841949,-0.2513331105714011,1,-0.28608619958630804,1,1.0,0.0,0.0,-0.280329970706435,0.43150973413131305,-0.2895472026094369,3,0.030054506543766967,-0.23736305413137154,-0.0996068647494609,-0.10449157480384236,-0.23568858989394137,-0.1745473648418852,0.3918755369650345,-0.19356481599610129,-0.3083182964341257,-0.25313518015186104,-0.1528673684981476,0.44173739450441984,-0.21646477071393014,1.0721902401896282,0.16778545302892117,-0.2129558174701033,-0.11054939938906369,-0.012039671961794302,-0.27754141930613385,-0.17815865730310265,0.7309324695074471,-0.16603858405438432,-0.18972447229381229,-0.21441382379802235,-0.1371915440764206,-0.05339075311203644,-0.08126366541678262,-0.09400076219572334,-0.08859263371092148,-0.11711069278087285,-0.12235487654193546,-0.2146962381762403,-0.14541157159386178,-0.11562199736117432,0.10771495610106048,-0.17691343054063136,-0.11138712539334464,-0.2706945923710442,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,1
2,-0.2371394111382117,-0.2367038622841949,-0.062424833058576296,0,0.2212638339143499,0,0.0,0.0,1.0,-0.280329970706435,-0.2944630247640796,0.004426194890287546,0,0.11774017466572632,-0.23736305413137154,-0.08160502865465954,-0.19383214092843365,-0.02964259138562225,-0.1745473648418852,-0.3165625061502096,-0.19356481599610129,0.11006456978677599,-0.25313518015186104,-0.1528673684981476,-0.3789575518921257,-0.006956331335599503,-0.28716051650296126,-0.07784468625556851,-0.2129558174701033,-0.07605449960429038,-0.25269281220850204,0.09096937757590351,-0.17815865730310265,-0.3066449926725759,-0.16603858405438432,0.11463474910105118,-0.21441382379802235,-0.1371915440764206,-0.05231906055020534,-0.08358591841972687,-0.07554659597211205,-0.08859263371092148,-0.1727640717733104,-0.12235487654193546,-0.04176962032874129,-0.14541157159386178,-0.11562199736117432,-0.24805546565322653,-0.17691343054063136,-0.11138712539334464,0.012967695013695614,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,0
2,-0.2371394111382117,-0.2367038622841949,-0.19322683613003958,0,0.1836823499513382,0,0.0,0.0,1.0,-0.280329970706435,-0.2944630247640796,-0.24762024649447206,0,0.08585447716683202,-0.23736305413137154,-0.09623622462221608,-0.19383214092843365,-0.15742093906010368,-0.1745473648418852,-0.3165625061502096,-0.19356481599610129,0.07221675887987043,-0.25313518015186104,-0.1528673684981476,-0.3789575518921257,-0.28648009907577116,-0.28716051650296126,-0.09620955648244624,-0.2129558174701033,-0.10531490051194625,-0.25269281220850204,-0.16377899039764646,-0.17815865730310265,-0.3066449926725759,-0.16603858405438432,0.07513174176271009,-0.21441382379802235,-0.1371915440764206,-0.05327735482245184,-0.08358591841972687,-0.09021482435540278,-0.08859263371092148,-0.1727640717733104,-0.12235487654193546,-0.1438021245380618,-0.14541157159386178,-0.11562199736117432,-0.24805546565322653,-0.17691343054063136,-0.11138712539334464,-0.017787065932542985,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,1
3,-0.2371394111382117,-0.2367038622841949,-0.24324149742754955,1,-0.530365845345884,0,0.0,1.0,0.0,-0.280329970706435,0.43150973413131305,-0.2661592316677111,3,-0.2808310440704526,-0.23736305413137154,-0.09925284672614992,-0.09454725877928924,-0.24521722332271395,-0.1745473648418852,0.17769659369763513,-0.19356481599610129,-0.43845442886402924,-0.25313518015186104,-0.1528673684981476,0.44173739450441984,-0.17755828751874136,1.0721902401896282,-0.10080077403916567,-0.2129558174701033,-0.10948741758180908,0.01474693778026832,-0.306036902216688,-0.17815865730310265,0.41724626001116105,-0.16603858405438432,-0.3934655264464519,-0.21441382379802235,-0.1371915440764206,-0.05338199970404024,-0.08071792347067773,-0.09412791794126554,-0.08859263371092148,-0.12961427433810518,-0.12235487654193546,-0.22399565753819473,-0.14541157159386178,-0.11562199736117432,-0.0748843571735844,-0.17691343054063136,-0.11138712539334464,-0.32722078366914525,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,1
1,-0.2371394111382117,-0.2367038622841949,0.03316124610903149,0,-0.041806553826732,0,0.0,0.0,1.0,-0.280329970706435,-0.7300466801013152,-0.15552635445004068,0,-0.5518594728110543,-0.23736305413137154,-0.06474452324234219,-0.19383214092843365,-0.006708016161997376,-0.1745473648418852,-0.3165625061502096,-0.19356481599610129,-0.13183230861822912,-0.25313518015186104,-0.1528673684981476,-0.6813188479329583,-0.3751751407625564,-0.28716051650296126,-0.592061052608145,-0.2129558174701033,-0.07870207532744365,-0.25269281220850204,-0.1338406138195583,-0.17815865730310265,-0.3066449926725759,-0.16603858405438432,-0.36226387572268975,-0.21441382379802235,-0.1371915440764206,-0.0506264909728435,-0.08358591841972687,-0.0660262492370154,-0.08859263371092148,-0.1727640717733104,-0.12235487654193546,-0.0661404800310983,-0.14541157159386178,-0.11562199736117432,-0.24805546565322653,-0.17691343054063136,-0.11138712539334464,-0.16722885028962284,-0.2075078120331463,-0.13526981073273622,-0.09906781587036366,1
3,1.123104464339127,0.38359949446644526,-0.11197866883757297,1,-0.793436233086966,0,0.0,0.0,1.0,0.9592432496381486,0.43150973413131305,0.11324239891120774,3,-0.6156308678088429,1.0708254895658575,-0.08829568049805336,0.06677027167720806,-0.23206752079985415,0.1417389582275449,-0.05295765289802573,1.4411863788145742,-0.5267659876468089,0.13642883921085067,0.5625880501852379,0.44173739450441984,0.4535859533016928,1.0721902401896282,-0.39004748011248996,1.101159380908318,-0.07661815549036469,0.4492815726633825,-0.2667125724143095,0.3393933389043935,0.07943034209208379,1.6217605505976573,-0.5317260521306457,0.23543098384379418,0.5871798086470801,-0.05283097875846029,-0.06382673480974452,-0.09201028216095167,-0.058110256549115814,-0.11235908458010224,0.29342288441734615,-0.22677222509567305,-0.06495617835580876,0.09090970953325012,-0.1987979059079061,0.32056235540290445,0.9251238795724003,-0.3518779890987395,-0.12941841359182768,0.10899065078878677,0.23091133904737096,0
3,0.21627521402090125,2.8648129214690066,-0.008217464477998732,1,0.334008285803385,0,0.0,0.0,1.0,1.5790298598104404,0.43150973413131305,0.41315342892432316,3,0.8192255196414012,1.7249197614144722,-0.07268273615092452,0.19428924581697937,0.04755000123460799,0.5320317785988079,0.9355605467976637,2.258561976219912,0.23019023049130233,2.5225084578074597,1.4569073235394698,0.44173739450441984,0.9524955627898599,1.0721902401896282,0.849581260201757,1.7582169800975287,-0.02978250938608347,0.7927743766487352,0.5694866979411772,0.9780451349362413,1.5272128474595577,2.515660117923678,0.6533641680195869,2.9907304306499207,1.492643999551456,-0.05148743477157231,-0.03975835955376225,-0.06426608153372484,0.012826144954506841,0.2545582197451902,0.8064867228964595,0.03995312649621945,0.708335393707355,0.5764613425123573,0.8633182261005657,3.3676015443070617,2.220762635779581,0.11629025650124097,2.4353302664652308,2.475263871778541,1.0146118319769906,1
